,Unnamed: 0,r_index,book_id,authors,original_title,image_url,average_rating,ratings_count,genre,cleaned_desc
648,648,662,5439,Jhumpa Lahiri,Interpreter of Maladies,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442586143l/5439._SY475_.jpg,4.12,110651,"fiction, contemporary",debut collection short fiction blends elements indian traditions complexities american culture tales a temporary matter young indian american couple confronts grief loss child boston neighborhood copes nightly blackout original 20 000 first printing
649,649,663,2767,Howard Zinn,A People's History of the United States: 1492 to Present ,https://images.gr-assets.com/books/1494279423l/2767.jpg,4.07,137372,"history, nonfiction",known lively clear prose well scholarly research people s history united states volume tell america s story point view words america s women factory workers african americans native americans working poor immigrant laborers covering christopher columbus s arrival president clinton s first term people s history united states features insightful analysis important events history revised updated featuring new afterword author a brilliant moving history american people library journal
650,650,664,251688,Truman Capote,Breakfast at Tiffany's,https://images.gr-assets.com/books/1477015353l/251688.jpg,3.89,129778,"classics, fiction",a christmas memory this story christmas shared seven year old boy childlike woman sixties enormous love friendship them
651,651,665,6690798,Justin Cronin,The Passage,https://images.gr-assets.com/books/1327874267l/6690798.jpg,4.04,126993,"horror, fiction",passagejustin cronin
652,652,666,2744,Neil Gaiman,Anansi Boys,https://images.gr-assets.com/books/1479778049l/2744.jpg,4,137639,"fantasy, fiction",anansi boysneil gaiman
653,653,667,5664985,Sarah Dessen,Along for the Ride,https://images.gr-assets.com/books/1479692098l/5664985.jpg,4.08,151721,"romance, contemporary",auden goes stay father stepmother new baby sister summer starts college trauma parents divorce revived even making new friends fun new experiences
654,654,668,18693763,Celeste Ng,Everything I Never Told You,https://images.gr-assets.com/books/1386795198l/18693763.jpg,3.78,108703,"fiction, contemporary",lydia dead know yet begins story exquisite debut novel chinese american family living 1970s small town ohio lydia favorite child marilyn james lee middle daughter girl inherited mother s bright blue eyes father s jet black hair parents determined lydia fulfill dreams unable pursue in marilyn s case daughter become doctor rather homemaker james s case lydia popular school girl busy social life center every party lydia s body found local lake delicate balancing act keeping lee family together tumbles chaos forcing confront long kept secrets slowly pulling apart james consumed guilt sets reckless path may destroy marriage marilyn devastated vengeful determined find responsible party matter cost lydia s older brother nathan certain neighborhood bad boy jack somehow involved youngest family hannah who observes far anyone realizes may one knows truth happened profoundly moving story family history meaning home everything never told gripping page turner sensitive family portrait exploring divisions cultures rifts within family uncovering ways mothers daughters fathers sons husbands wives struggle lives understand one another
655,655,669,9328,"Isabel Allende, Magda Bogin",La casa de los espíritus,https://images.gr-assets.com/books/1358615501l/9328.jpg,4.2,119930,"fiction, classics",here astonishing debut gifted storyteller magnificent saga proud passionate men women turbulent times suffer triumph truebas world want leave one forget esteban patriarch volatile proud man whose lust land legendary haunted tyrannical passion wife never completely possess clara matriarch elusive mysterious foretells family tragedy shapes fortunes house truebas blanca daughter soft spoken yet rebellious whose shocking love son father s foreman fuels esteban s everlasting contempt even produces grandchild adores alba fruit blanca s forbidden love luminous bearty fiery willful woman family s break past link future from paperback edition
656,656,670,11573,Stephen King,The Dead Zone,https://images.gr-assets.com/books/1283509622l/11573.jpg,3.9,132723,"thriller, horror",available first time mass market premium paperback editionthe 1 new york times bestseller reluctant clairvoyant must weigh options suddenly sees terrible future awaiting mankind there blackness universal emptiness cold limbo johnny smith stayed long long time johnny smith six years old head trauma caused bad ice skating accident left nasty bruise forehead and time time hunchesinfrequent accurate snippets things come isnt johnnys grown mannow survived horrifying auto injury plunged coma lasting four and a half yearsthat special abilities really push fore johnny smith comes back void extraordinary gift becomes lifes cursepresenting visions innocent guilty alike encounters ruthlessly ambitious amoral man promises terrifying fate humanity johnny must find way prevent harrowing predestination becoming reality
657,657,671,16343,"Agatha Christie, Ροζίτα Σώκου",The Mysterious Affair at Styles,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922393l/16343.jpg,3.98,135514,"mystery, fiction",mysterious affair styles christie s first published novel introducing hercule poirot inspector later chief inspector japp arthur hastings poirot belgian refugee great war settling england near home emily inglethorp helped new life friend hastings arrives guest home woman killed poirot uses detective skills solve mystery also setting curtain poirot s last case book includes maps house murder scene drawing fragment will
658,658,672,16304,Agatha Christie,Murder in the Calais Coach,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388267702l/16304.jpg,4.16,138444,"mystery, classics",midnight famous orient express stopped tracks snowdrift morning millionaire samuel edward ratchett lies dead compartment stabbed dozen times door locked inside one fellow passengers must murderer isolated storm detective hercule poirot must find killer among dozen dead man s enemies murderer decides strike again
659,659,673,15796700,Chimamanda Ngozi Adichie,Americanah,https://images.gr-assets.com/books/1356654499l/15796700.jpg,4.26,113252,"fiction, contemporary",americanahchimamanda ngozi adichie
660,660,674,7494,James Patterson,Suzanne's Diary for Nicholas,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404736778l/7494.jpg,4.16,121398,"romance, fiction",suzanne s diary nicholasjames patterson
661,661,675,233667,Stephen King,Firestarter,https://images.gr-assets.com/books/1394208032l/233667.jpg,3.85,142213,"horror, fiction",available first time mass market premium paperback editionmaster storyteller stephen king presents classic 1 new york times bestseller get out get quickly never done anything like know stop andy mcgee vicky tomlinson college students looking make extra cash volunteering test subjects experiment orchestrated clandestine government organization known shop outcome unlocked exceptional latent psychic talents two themmanifesting even terrifying ways fell love child daughter charlie gifted extraordinary uncontrollable power ever seenpyrokinesis ability create fire mind merciless agents shop hot pursuit apprehend unexpected genetic anomaly diabolical ends means necessary including violent actions may well ignite entire world around charlie retaliates fury own
662,662,676,15731779,Sylvia Day,Entwined with You,https://images.gr-assets.com/books/1362526983l/15731779.jpg,4.19,141641,"romance, contemporary",continues saga gideon eva whose passionate bond put ultimate test torments respective pasts
663,663,677,6289283,Christopher McDougall,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",https://images.gr-assets.com/books/1320531983l/6289283.jpg,4.27,109642,"nonfiction, sports",recounts author s experiences reclusive tarahumara indians whose techniques allow run long distances ease describes training fifty mile race tribe number ultramarathoners
664,664,678,18293427,Gabrielle Zevin,The Storied Life of A.J. Fikry,https://images.gr-assets.com/books/1404582137l/18293427.jpg,3.98,115393,"fiction, contemporary",miss gabrielle zevin s new novel young jane young coming august 2017 funny tender moving storied life a j fikry reminds us exactly read love a j fikrys life expected be lives alone bookstore experiencing worst sales history prized possession rare collection poe poems stolen mysterious package appears bookstore unexpected arrival gives fikry chance make life over and see everything anew novel humor romance touch suspense love love books bookish people and really humanity imperfect glory eowyn ivey author snow child marvelously optimistic future books bookstores people love both washington post wont want end family circle natural book groups richmond times dispatch readers paradise first order buffalo news fun page turning delight minneapolis star tribune captures joy connecting people books irresistible booklist wonderful moving endearing story redemption transformation sing heart very long time garth stein author art racing rain readers delighted guernsey literary potato peel pie society unlikely pilgrimage harold fry letters skye equally captivated novel library journal starred review
665,665,679,475339,Ludwig Bemelmans,Mad About Madeline,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1175060644l/475339._SX318_.jpg,4.22,156726,"classics, fiction",mad madelineludwig bemelmans
666,666,680,1005,Napoleon Hill,Think and Grow Rich,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388177008l/1005.jpg,4.17,87445,"nonfiction, business",offers secrets super achievers henry ford andrew carnegie john rockefeller explains use secrets success
667,667,681,8337,"Laura Ingalls Wilder, Garth Williams",Little House In The Big Woods,https://images.gr-assets.com/books/1475195170l/8337.jpg,4.16,165127,"classics, fiction",laura ingalls s story begins 1871 little log cabin edge big woods wisconsin four year old laura lives little house pa ma sisters mary carrie trusty dog jack pioneer life sometimes hard since family must grow catch food get ready cold winter also exciting laura folks celebrate christmas homemade toys treats spring planting bring harvest make first trip town every night safe warm little house happy sound pa s fiddle sending laura sisters sleep begins laura ingalls wilder s beloved story pioneer girl family nine little house books cherished generations readers unique glimpse america s frontier past heartwarming unforgettable story
668,668,682,14201,Susanna Clarke,Jonathan Strange & Mr Norrell,https://images.gr-assets.com/books/1357027589l/14201.jpg,3.8,133683,"fantasy, fiction",going well rich reclusive mr norell regained power england s magicians past rival magician jonathan strange appears becomes mr norrell s pupil witty fantasy set backdrop nineteenth century england reprint
669,669,683,3463,Nicholas Sparks,A Bend in the Road,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388453919l/3463.jpg,4.02,116800,"romance, fiction",bend roadnicholas sparks
670,670,684,12127810,Rick Riordan,The House of Hades,https://images.gr-assets.com/books/1464201430l/12127810.jpg,4.54,159774,"fantasy, fiction",house hadesrick riordan
671,671,685,2536134,Michael  Grant,Gone,https://images.gr-assets.com/books/1357796831l/2536134.jpg,3.85,144606,"fiction, paranormal",small town coast california everyone age fourteen suddenly disappears setting battle remaining town residents students local private school well the power able perform supernatural feats not reprint
672,672,686,3466,Nicholas Sparks,The Wedding,https://images.gr-assets.com/books/1385738787l/3466.jpg,3.98,118045,"romance, fiction",weddingnicholas sparks
673,673,687,1067,David McCullough,1776,https://images.gr-assets.com/books/1306787560l/1067.jpg,4.06,130293,"history, nonfiction",draws personal correspondence period diaries present history american revolution includes siege boston american defeat brooklyn retreat across new jersey american victory trenton
674,674,688,10847,Jon Krakauer,Under the Banner of Heaven: A Story of Violent Faith,https://images.gr-assets.com/books/1356441391l/10847.jpg,3.98,112167,"nonfiction, religion",traces events surrounded 1984 murder woman child fundamentalist mormons ron dan lafferty exploring belief systems traditions including polygamy mark faith s extreme factions practices reflect nature religion america reader s guide available reprint 300 000 first printing
675,675,689,11447921,Jess Walter,Beautiful Ruins,https://images.gr-assets.com/books/1338161553l/11447921.jpg,3.67,116053,"fiction, romance",moment openson rocky patch italian coastline circa 1962 daydreaming young innkeeper looks water spies mysterious woman approaching boatjess walter s beautiful ruins dazzling yet deeply human roller coaster novel lavish set cleopatra shabby revelry edinburgh fringe festival back lots contemporary hollywood beautiful ruins gloriously inventive constantly surprisinga story flawed yet fascinating people navigating rocky shores lives clinging improbable dreams
676,676,690,9742,Barack Obama,The Audacity of Hope: Thoughts on Reclaiming the American Dream,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925614l/9742.jpg,3.69,110873,"biography, nonfiction",junior senator illinois discusses transform u s politics calling return america s original ideals revealing address issues globalization function religion public life
677,677,691,10569,Stephen King,On Writing: A Memoir of the Craft,https://images.gr-assets.com/books/1436735207l/10569.jpg,4.31,131481,"nonfiction, memoir",long live king hailed entertainment weekly upon publication stephen kings writing part memoir part master class one bestselling authors time superb volume revealing practical view writers craft comprising basic tools trade every writer must have kings advice grounded vivid memories childhood emergence writer struggling early career widely reported near fatal accident 1999and inextricable link writing living spurred recovery brilliantly structured friendly inspiring writing empower entertain everyone reads itfans writers anyone loves great story well told
678,678,692,1472878,Kristin Hannah,Firefly Lane,https://images.gr-assets.com/books/1362435448l/1472878.jpg,4.04,121966,"fiction, romance",firefly lanekristin hannah
679,679,693,455373,Michael Crichton,Sphere,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1174924200l/455373.jpg,3.77,128244,"fiction, thriller",middle south pacific thousand feet surface water huge vessel discovered resting ocean floor spaceship phenomenal dimensions apparently undamaged fall sky and startling appears least three hundred years old even fantasticand frighteningis waits inside
680,680,694,2120652,Emily Giffin,Love the One You're With,https://images.gr-assets.com/books/1361466590l/2120652.jpg,3.7,124812,"fiction, romance",love one withemily giffin
681,681,695,18214414,"Robert Galbraith, J.K. Rowling",The Silkworm,https://images.gr-assets.com/books/1392577290l/18214414.jpg,4.03,120008,"mystery, fiction",silkwormrobert galbraith j k rowling
682,682,696,43814,Anne Rice,The Vampire Lestat,https://images.gr-assets.com/books/1347515742l/43814.jpg,4.05,141299,"horror, fantasy",vampire lestatanne rice
683,683,697,9118135,Ann Patchett,State of Wonder,https://images.gr-assets.com/books/1454428541l/9118135.jpg,3.85,124837,"fiction, contemporary",state wonderann patchett
684,684,698,13539044,Matthew Quick,The Silver Linings Playbook,https://images.gr-assets.com/books/1358277412l/13539044.jpg,4,110939,"fiction, contemporary",silver linings playbookmatthew quick
685,685,699,33507,"Jules Verne, Anthony Bonner",Vingt Mille Lieues Sous les Mers,https://images.gr-assets.com/books/1494979127l/33507.jpg,3.86,121112,"classics, fiction",vingt mille lieues sous les mersjules verne anthony bonner
686,686,700,16181,Philippa Gregory,The Constant Princess,https://images.gr-assets.com/books/1355932704l/16181.jpg,3.88,124786,"fiction, romance",fictional portrait henry viii s first wife katherine aragon follows youthful marriage henry s older brother arthur widowhood marriage henry divorce led henry s marriage anne boleyn
687,687,701,14942,"Virginia Woolf, Maureen Howard",Mrs Dalloway,https://images.gr-assets.com/books/1479336522l/14942.jpg,3.78,136327,"classics, fiction",poignant portrayal thoughts events comprise one day woman s life
688,688,702,13486632,"Jonas Jonasson, Rod Bradbury",Hundraåringen som klev ut genom fönstret och försvann,https://images.gr-assets.com/books/1334848488l/13486632.jpg,3.81,92275,"fiction, contemporary",hundraringen som klev ut genom fnstret och frsvannjonas jonasson rod bradbury
689,689,703,10589,Stephen King,Bag of Bones,https://images.gr-assets.com/books/1365592796l/10589.jpg,3.87,131004,"horror, fiction",plagued vivid nightmares summer house shared late wife grieving widower mike noonan returns former maine getaway find town grip ruthless millionaire tormented series ghostly visitations reprint
690,690,704,4687,John Irving,The Cider House Rules,https://images.gr-assets.com/books/1327962519l/4687.jpg,4.1,124876,"fiction, classics",practices dr wilbur larch obstetrician orphanage director ether addict abortionist are hindered abetted continued turn favorite orphan homer wells
691,691,705,10605,"Richard Bachman, Stephen King",Thinner,https://images.gr-assets.com/books/1346947063l/10605.jpg,3.66,130219,"horror, fiction",thinnerrichard bachman stephen king
692,692,706,54479,"Jules Verne, Michael Glencross, Brian W. Aldiss",Le tour du monde en quatre-vingts jours,https://images.gr-assets.com/books/1308815551l/54479.jpg,3.9,117108,"classics, fiction",follows 1872 adventures reserved phileas fogg imperturbable english gentleman french manservant passepartout tries win rash wager travel completely around world eighty days reprint
693,693,707,53496,Sharon Creech,Walk Two Moons,https://images.gr-assets.com/books/1389035862l/53496.jpg,3.95,129350,"fiction, classics",young adult edition reader s guide sometimes know heart love someone go away head figure out trace path missing mother sal embarks journey ohio idaho grandparents road sal tells strange exciting story friend phoebe miles pass phoebe s tale becomes outrageous sal s story begins emerge unraveling phoebe s mystery sal comes ever closer finding truth behind bittersweet journey find end road
694,694,708,1430,"Paulo Coelho, Margaret Jull Costa",Onze minutos,https://images.gr-assets.com/books/1358266987l/1430.jpg,3.69,102206,"fiction, romance",new international bestseller author alchemist tells story maria young girl brazilian village whose first innocent brushes love leave heartbroken tender age becomes convinced never find true love instead believing love terrible thing make suffer chance meeting rio takes geneva dreams finding fame fortune instead ends working prostitute geneva maria drifts away love develops fascination sex eventually maria s despairing view love put test meets handsome young painter odyssey self discovery maria choose pursuing path darkness sexual pleasure sake risking everything find inner light possibility sacred sex sex context love gripping daring new novel paulo coelho sensitively explores sacred nature sex love invites us confront prejudices demons embrace inner light
695,695,709,4009,J.D. Salinger,Nine Stories,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554892563l/4009.jpg,4.19,105138,contemporary,dedaumier smith s blue period teddy a perfect day bananafish among nine works collection salinger s perceptive realistic short stories
696,696,710,13747,Julie Powell,"Julie & Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442804846l/13747._SY475_.jpg,3.67,121373,"memoir, nonfiction",julie julia 365 days 524 recipes 1 tiny apartment kitchenjulie powell
697,697,711,764347,Neal Shusterman,Unwind,https://images.gr-assets.com/books/1297677706l/764347.jpg,4.18,143892,"fiction, fantasy",future world ages thirteen eighteen lives unwound body parts harvested use others three teens go extreme lengths survive turn eighteen
698,698,712,10988,Diana Gabaldon,"Drums of Autumn (Outlander, #4)",https://images.gr-assets.com/books/1500688941l/10988.jpg,4.34,123736,"romance, fantasy",drums autumn outlander 4 diana gabaldon
699,699,713,13414446,Marie Lu,Prodigy,https://images.gr-assets.com/books/1336254717l/13414446.jpg,4.29,149702,"romance, fantasy",new york times bestselling sequel legend june day make way las vegas join rebel patriot group become involved assassination plot elector hopes saving republic
700,700,714,12938,William Shakespeare,The Tragedie of King Lear,https://images.gr-assets.com/books/1331563731l/12938.jpg,3.89,135448,"classics, fiction",tragedie king learwilliam shakespeare
701,701,715,12898,Arthur Miller,Death of a Salesman,https://images.gr-assets.com/books/1469024140l/12898.jpg,3.49,132061,"classics, fiction",unsuccessful traveling salesman finally confronts early sixties shattered dreams
702,702,716,531350,Nicholas Sparks,The Choice,https://images.gr-assets.com/books/1385739133l/531350.jpg,3.99,93479,"romance, fiction",choicenicholas sparks
703,703,718,10975,William Faulkner,The Sound and the Fury,https://images.gr-assets.com/books/1433089995l/10975.jpg,3.86,124665,"fiction, ebooks",design manuscript setting copy four galley proofs page proof blue line two reproduction proofs corrected edition novel edited noel polk
704,704,719,76334,Eckhart Tolle,A New Earth: Awakening to Your Life's Purpose,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388206232l/76334.jpg,4.02,106211,"spirituality, philosophy",contends humanity unprecedented opportunity shift dangerous ego based state consciousness saner loving existence offers practical advice promote kindness freedom
705,705,720,2880,Tite Kubo,BLEACH―ブリーチ―　1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388508611l/2880.jpg,4.21,120004,"manga, fantasy",
706,706,722,9539,Robert Jordan,The Shadow Rising ,https://images.gr-assets.com/books/1470841890l/9539.jpg,4.21,122524,"fantasy, fiction",perrin aybara must return emond s field face occupying whitecloaks rand enters aiel waste forbidden city rhuidean
707,707,723,33600,Gregory David Roberts,Shantaram,https://images.gr-assets.com/books/1333482282l/33600.jpg,4.26,95213,"fiction, travel",escaped australian maximum security prison disillusioned man loses slums bombay works drug mafia kingpin smuggles arms crime lord forges bonds fellow exiles finds love elusive woman first novel reprint
708,708,724,2233407,Charlaine Harris,From Dead to Worse,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525214511l/2233407.jpg,4.01,151095,"fantasy, paranormal",dead worsecharlaine harris
709,709,725,34084,"Stephen King, Ned Dameron",The Waste Lands,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554220386l/34084.jpg,4.24,117483,"fantasy, fiction",waste landsstephen king ned dameron
710,710,726,2373,Jeffery Deaver,The Bone Collector,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437538512l/2373._SY475_.jpg,4.18,120541,"mystery, thriller",nation s foremost criminologist ex head nypd forensics quadriplegic lincoln rhyme abandons forced retirement joins forces rookie cop amelia sachs track vicious serial killer
711,711,727,101299,"Bernhard Schlink, Carol Brown Janeway",Der Vorleser,https://images.gr-assets.com/books/1327936339l/101299.jpg,3.73,119911,"fiction, romance",age fifteen michael berg falls love woman disappears observing trial law student years later shocked discover woman defendant horrible crime
712,712,728,759611,"Bill Martin Jr., Eric Carle","Brown Bear, Brown Bear, What Do You See?",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430155496l/759611.jpg,4.19,125668,"fiction, classics",children see variety animals one different color teacher looking them board pages
713,713,729,77566,Dan Simmons,Hyperion,https://images.gr-assets.com/books/1405546838l/77566.jpg,4.21,122225,"fiction, fantasy",pilgrimage realm shrike part god part killing machine provides travellers forum tell incredible stories
714,714,730,5308,John Steinbeck,The Pearl of the World,https://images.gr-assets.com/books/1437234939l/5308.jpg,3.41,133264,"classics, fiction",poor fisherman dreams wealth happiness family finds priceless pearl
715,715,731,179780,William Peter Blatty,The Exorcist,https://images.gr-assets.com/books/1375168676l/179780.jpg,4.14,124467,"horror, fiction",phenomenal bestseller inspired classic motion picture newly re released version never seen before
716,716,732,7937462,Stephenie Meyer,The Short Second Life of Bree Tanner,https://images.gr-assets.com/books/1274335680l/7937462.jpg,3.51,145874,"fantasy, paranormal",short second life bree tannerstephenie meyer
717,717,733,77142,David Guterson,Snow Falling on Cedars,https://images.gr-assets.com/books/1479863528l/77142.jpg,3.8,131945,"fiction, mystery",1954 ishmael chambers local reporter lost arm war covers murder trial japanese american fisherman whose wife ishmael s childhood sweetheart
718,718,734,546018,Alex Haley,Roots,https://images.gr-assets.com/books/1329398936l/546018.jpg,4.42,118951,"fiction, classics",new eight hour event series based roots simulcast history channel lifetime a e four consecutive nights beginning memorial day may 30 2016 early spring 1750 village juffure four days upriver coast gambia west africa man child born omoro binta kinte begins roots one extraordinary influential books time story one familyhis familyalex haley unforgettably brings life monumental two century drama kunta kinte six generations came him slaves freedmen farmers blacksmiths lumber mill workmen pullman porters lawyers architects and one author national international phenomenon time original publication roots continues enthrall readers masterful narrative drive exceptional emotional power speaking us undiminished resonance relevance in us hunger marrow deep know heritage without enriching knowledge hollow yearning matter attainments life alex haley introduction michael eric dyson rootsthebook com
719,719,735,96358,"Alan Moore, Brian Bolland, Tim Sale",Batman: The Killing Joke ,https://images.gr-assets.com/books/1346331835l/96358.jpg,4.36,113855,"comics, fiction",one bad day according grinning engine madness mayhem known joker that s separates sane psychotic freed confines arkham asylum he s prove deranged point he s going use gotham s top cop commissioner jim gordon brilliant beautiful daughter barbara it batman must race stop archnemesis reign terror claims two dark knight s closest friends finally put end cycle bloodlust lunacy links thes two iconic foes leads fatal conclusion horrifying origin clown prince crime finally revealed thin line separates batman s nobility joker s insanity snap all dust jacket
720,720,736,16981,Ralph Ellison,Invisible Man,https://images.gr-assets.com/books/1352854247l/16981.jpg,3.84,123073,"classics, fiction",african american man s search success american dream leads college harlem growing sense personal rejection social invisibility reissue 30 000 first printing
721,721,737,43015,Ishmael Beah,A Long Way Gone. Memoirs of a Boy Soldier,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524839125l/43015._SY475_.jpg,4.14,116260,"memoir, nonfiction",human rights activist offers firsthand account war perspective former child soldier detailing violent civil war wracked native sierra leone government forces transformed gentle young boy killer member army
722,722,738,9822,Robert C. O'Brien,Mrs. Frisby and the Rats of NIMH,https://images.gr-assets.com/books/1351191064l/9822.jpg,4.13,135978,"fantasy, fiction",extraordinary rats come aid mouse family newbery medal awardwinning classic notable childrens author robert c obrien mrs frisby widowed mouse four small children faced terrible problem must move family summer quarters immediately face almost certain death youngest son timothy lies ill pneumonia must moved fortunately encounters rats nimh extraordinary breed highly intelligent creatures come brilliant solution dilemma mrs frisby turn renders great service
723,723,739,39662,Stephen King,Different Seasons,https://images.gr-assets.com/books/1329662611l/39662.jpg,4.34,105961,"horror, fiction",four novellas stephen king bound together changing seasons taking theme journey strikingly different tones characters gripping collection begins rita hayworth shawshank redemption unjustly imprisoned convict seeks strange startling revenge the basis best picture academy award nominee shawshank redemption next apt pupil inspiration film name top high school student todd bowden obsession dark deadly past older man town the body four rambunctious young boys plunge facade small town come face to face life death intimations mortality novella became movie stand me finally disgraced woman determined triumph death the breathing method provided publisher
724,724,740,114345,"Laura Ingalls Wilder, Garth Williams",The Little House Collection,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1577932823l/114345._SX318_.jpg,4.33,124320,"classics, fiction",little house collectionlaura ingalls wilder garth williams
725,725,741,33926,Melissa Bank,The Girls' Guide to Hunting and Fishing,https://images.gr-assets.com/books/1309210476l/33926.jpg,3.29,113977,"fiction, contemporary",critically acclaimed collection stories heroine jane rosenal embarks perilous hilariouis personal journey realm dating love work relationships reprint reprint
726,726,742,13453029,Hugh Howey,Wool Omnibus,https://images.gr-assets.com/books/1349614200l/13453029.jpg,4.24,81982,"fantasy, fiction",omnibus edition collects five wool books single volume first wool story released standalone short july 2011 due reviewer demand rest story released next six months thanks go reviewers clamored more without you none would exist demand created much did story mankind clawing survival mankind edge world outside grown unkind view limited talk forbidden always hope dream dangerous people residents infect others optimism punishment simple given thing profess want allowed outside
727,727,743,28881,Christopher Moore,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",https://images.gr-assets.com/books/1331419009l/28881.jpg,4.26,118576,"fiction, fantasy",birth jesus well chronicled glorious teachings acts divine sacrifice thirtieth birthday one knows early life son god missing years except biff messiah s best bud resurrected tell story divinely hilarious yet heartfelt work reminiscent vonnegut douglas adams philadelphia inquirer verily story biff tell miraculous one filled remarkable journeys magic healings kung fu corpse reanimations demons hot babes even considerable wiles devotion savior s pal may enough divert joshua tragic destiny there s one loves josh except maybe maggie mary magdala biff let extraordinary pal suffer ascend without fight
728,728,744,6708,Eckhart Tolle,The Power of Now,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925535l/6708.jpg,4.1,104549,"spirituality, nonfiction",author shares secret self realization philosophy living present developed
729,729,745,12868761,Jenny  Lawson,Let's Pretend This Never Happened (A Mostly True Memoir),https://images.gr-assets.com/books/1489415716l/12868761.jpg,3.9,118475,"memoir, nonfiction",illustrated memoir creator bloggess web log shares humorous stories life including awkward upbringing texas relationship husband reprint 250 000 first printing
730,730,746,127455,Scott Lynch,The Lies of Locke Lamora,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1576333981l/127455._SY475_.jpg,4.3,118751,"fantasy, fiction",vowing bring crime boss running city group gentlemen bastards led locke lamora sets beat capa game taking thieves murderers beggars prostitutes thugs process
731,731,747,518848,Garth Nix,Sabriel,https://images.gr-assets.com/books/1293655399l/518848.jpg,4.17,137047,"fantasy, romance",sent boarding school ancelstierre young child sabriel little experience random power free magic dead refuse stay dead old kingdom final semester father abhorsen goes missing sabriel knows must enter old kingdom find him soon finds companions mogget cat whose aloof manner barely conceals malevolent spirit touchstone young charter mage long imprisoned magic free body still trapped painful memories three travel deep old kingdom threats mount sides every step brings closer battle pit true forces life deathand bring sabriel face to face destiny sabriel first installment abhorsen trilogy garth nix exploded onto fantasy scene rising star novel takes readers world line living dead always clearand sometimes disappears altogether
732,732,748,5161066,Charlaine Harris,Dead and Gone,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388186195l/5161066.jpg,4.01,145157,"fantasy, paranormal",dead gonecharlaine harris
733,733,749,15753740,Jodi Picoult,The Storyteller,https://images.gr-assets.com/books/1356328634l/15753740.jpg,4.26,109313,"fiction, contemporary",storytellerjodi picoult
734,734,750,12578077,Jennifer L. Armentrout,Obsidian,https://images.gr-assets.com/books/1328275091l/12578077.jpg,4.23,164832,"paranormal, romance",seventeen year old katy moves west virginia expects bored meets neighbor happens alien
735,735,751,8694,Douglas Adams,"Life, the Universe and Everything",https://images.gr-assets.com/books/1333577589l/8694.jpg,4.19,131562,"fiction, fantasy",follows arthur dent reluctant space time traveler wacky entourage mission prevent destruction universe killer robots
736,736,752,17167166,Sarah J. Maas,Crown of Midnight,https://images.gr-assets.com/books/1391580481l/17167166.jpg,4.49,160485,"romance, fantasy",royal assassin evil king eighteen year old celaena sardothien must decide fight for survival love future kingdom
737,737,753,29800,Bryan Lee O'Malley,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348109012l/29800.jpg,4.18,126864,"comics, fiction",scott pilgrim s life totally sweet he s 23 years old he s rock band he s between jobs he s dating cute high school girl nothing could possibly go wrong unless seriously mind blowing dangerously fashionable rollerblading delivery girl named ramona flowers starts cruising dreams sailing parties scott s awesome life get turned upside down face ramona s seven evil ex boyfriends battle short answer yes long answer scott pilgrim volume 1 scott pilgrim s precious little life
738,738,754,6366437,Jeannette Walls,Half Broke Horses: A True Life Novel,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348507420l/6366437.jpg,4.05,110597,"fiction, memoir",half broke horses true life noveljeannette walls
739,739,755,386372,Terry Pratchett,Mort,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388181166l/386372.jpg,4.22,128450,"fantasy, fiction",mortterry pratchett
