,book_id,isbn,authors,original_publication_year,original_title,image_url,average_rating
1690,36529,1580495761,Frederick Douglass,1845.0,Narrative of the Life of Frederick Douglass,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.97
1691,10412,141694740X,"Greg Behrendt, Liz Tuccillo",2004.0,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.65
1692,44659,345468643,David Eddings,1982.0,Pawn of Prophecy,https://images.gr-assets.com/books/1391346857m/44659.jpg,4.16
1693,40317,312349491,Janet Evanovich,2007.0,Lean Mean Thirteen,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.08
1694,41684,451529758,"Rudyard Kipling, Alev Lytle Croutier",1895.0,The Jungle Books,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.0
1695,27266,451219945,Rachel Caine,2006.0,Glass Houses,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.92
1697,342445,785121447,"Peter David, Robin Furth, Jae Lee, Richard Isanove, Stephen King",2007.0,The Dark Tower: The Gunslinger Born,https://images.gr-assets.com/books/1489721554m/342445.jpg,4.18
1699,15811545,670026638,Ruth Ozeki,2013.0,A Tale for the Time Being,https://images.gr-assets.com/books/1463767452m/15811545.jpg,3.98
1700,9010,806527285,Tucker Max,2006.0,I Hope They Serve Beer in Hell,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.51
1701,17200687,,"Jay Crownover, Charlotte Connan de vries",2012.0,Rule,https://images.gr-assets.com/books/1357012113m/17200687.jpg,4.16
1702,17799,99448572,"Haruki Murakami, Philip Gabriel",1992.0," 国境の南、太陽の西 [Kokkyō no minami, taiyō no nishi]",https://images.gr-assets.com/books/1443685506m/17799.jpg,3.87
1703,9592,385334141,Kurt Vonnegut Jr.,1961.0,Mother Night,https://images.gr-assets.com/books/1344621657m/9592.jpg,4.21
1704,28815,006124189X,Robert B. Cialdini,1984.0,Influence: The Psychology of Persuasion,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.18
1705,32559,451526759,"Edgar Allan Poe, Stephen Marlowe",1960.0,The Fall of the House of Usher and Other Writings,https://images.gr-assets.com/books/1355276847m/32559.jpg,4.14
1706,232576,440416795,Louise Fitzhugh,1964.0,Harriet the Spy,https://images.gr-assets.com/books/1320540825m/232576.jpg,3.96
1707,20821087,1594633118,Sarah Waters,2014.0,The Paying Guests,https://images.gr-assets.com/books/1396671788m/20821087.jpg,3.39
1708,16433,553588265,Dean Koontz,2005.0,Forever Odd,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.96
1709,7507825,767919386,Bill Bryson,2010.0,At Home: A Short History of Private Life,https://images.gr-assets.com/books/1372727082m/7507825.jpg,3.96
1710,82748,60555955,Marian Keyes,2000.0,Sushi for Beginners,https://images.gr-assets.com/books/1407709390m/82748.jpg,3.69
1711,338691,312948557,Louise Penny,2005.0,Still Life,https://images.gr-assets.com/books/1324373974m/338691.jpg,3.91
1712,9300,99489988,Marian Keyes,1995.0,Watermelon,https://images.gr-assets.com/books/1345767584m/9300.jpg,3.79
1713,12557,143038109,Amy Tan,1991.0,The Kitchen God's Wife,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.98
1714,943402,1847241697,John Ajvide Lindqvist,2004.0,Låt den rätte komma in,https://images.gr-assets.com/books/1327893384m/943402.jpg,4.07
1715,12971616,61974587,Pittacus Lore,2012.0,The Rise of Nine,https://images.gr-assets.com/books/1331740153m/12971616.jpg,4.2
1717,5454,385731051,Ann Brashares,2003.0,The Second Summer of the Sisterhood,https://images.gr-assets.com/books/1467700995m/5454.jpg,3.78
1718,32435,425181103,Dean Koontz,1983.0,Phantoms,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.93
1720,175510,1586608290,Oswald Chambers,1926.0,My Utmost for His Highest,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.39
1721,34494,60012382,Terry Pratchett,2003.0,The Wee Free Men,https://images.gr-assets.com/books/1443764106m/34494.jpg,4.25
1722,11710373,385344430,Diana Gabaldon,2014.0,Written in My Own Heart's Blood,https://images.gr-assets.com/books/1365173799m/11710373.jpg,4.5
1723,7402393,039925482X,Andrea Cremer,2010.0,Nightshade,https://images.gr-assets.com/books/1333400218m/7402393.jpg,4.03
1725,100464,190444248X,Cornelia Funke,1997.0,Drachenreiter,https://images.gr-assets.com/books/1328004947m/100464.jpg,3.94
1726,357,671742515,Douglas Adams,1988.0,The Long Dark Tea-Time of the Soul,https://images.gr-assets.com/books/1388257271m/357.jpg,4.05
1727,22544764,804179034,Naomi Novik,2015.0,Uprooted,https://images.gr-assets.com/books/1480121122m/22544764.jpg,4.13
1728,22816087,,Neal Stephenson,2015.0,Seveneves,https://images.gr-assets.com/books/1449142000m/22816087.jpg,3.98
1729,16278318,804137250,Ernest Cline,2015.0,Armada,https://images.gr-assets.com/books/1377284428m/16278318.jpg,3.49
1730,6736971,345503813,Peter V. Brett,2010.0,The Desert Spear,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.24
1731,209194,7151667,Agatha Christie,1924.0,The Man in the Brown Suit,https://images.gr-assets.com/books/1390018729m/209194.jpg,3.97
1732,5352,385339593,John Grisham,2002.0,The Summons,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.68
1733,139069,078670621X,Alfred Lansing,1959.0,Endurance: Shackleton's incredible voyage,https://images.gr-assets.com/books/1391329559m/139069.jpg,4.36
1734,23220,60525118,Meg Cabot,2005.0,"Size 12 Is Not Fat (Heather Wells, #1)",https://images.gr-assets.com/books/1259077761m/23220.jpg,3.75
1735,27833670,1101904224,Blake Crouch,2016.0,Dark Matter,https://images.gr-assets.com/books/1472119680m/27833670.jpg,4.11
1736,23174274,62310666,Victoria Aveyard,2016.0,Glass Sword,https://images.gr-assets.com/books/1436460934m/23174274.jpg,3.95
1737,5310515,385737424,Rebecca Stead,2009.0,When You Reach Me,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.08
1738,2666,553381342,Tom Wolfe,1987.0,The Bonfire of the Vanities,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.81
1739,23899174,1101875046,Judy Blume,2015.0,In the Unlikely Event,https://images.gr-assets.com/books/1421711380m/23899174.jpg,3.51
1740,131359,553119222,Agatha Christie,1937.0,Death on the Nile,https://images.gr-assets.com/books/1486837149m/131359.jpg,4.06
1741,207153,689862229,Phyllis Reynolds Naylor,1991.0,Shiloh,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.91
1742,14061955,805094601,Leigh Bardugo,2013.0,Siege and Storm,https://images.gr-assets.com/books/1362166252m/14061955.jpg,4.08
1743,465226,184343217X,"Jo Nesbø, Don Bartlett",2000.0,"Rødstrupe (Harry Hole, #3) ",https://images.gr-assets.com/books/1320540474m/465226.jpg,3.94
1745,13153,6498523,James Patterson,1995.0,Hide and Seek,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.1
1747,14756,743470125,Jennifer Weiner,2005.0,Goodnight Nobody,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.64
1748,263050,330488902,Ben Sherwood,2004.0,The Death and Life of Charlie St. Cloud,https://images.gr-assets.com/books/1329827169m/263050.jpg,4.01
1749,4866,671035975,Dale Carnegie,1944.0,How to Stop Worrying and Start Living,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.08
1750,114145,515114693,Nora Roberts,1994.0,Born in Fire ,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.21
1751,77262,60921145,Barbara Kingsolver,1990.0,Animal Dreams,https://images.gr-assets.com/books/1481663395m/77262.jpg,4.05
1752,11561469,,Rebecca Donovan,2011.0,Reason to Breathe,https://images.gr-assets.com/books/1329013365m/11561469.jpg,4.23
1753,6485421,1416997857,Cassandra Clare,2009.0,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,https://images.gr-assets.com/books/1312016549m/6485421.jpg,4.57
1754,14554,6479677,Sidney Sheldon,1985.0,If Tomorrow Comes,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.01
1755,276287,3822858641,"M.C. Escher, Bruce Brooks Pfeiffer",1956.0,M.C. Escher: grafiek en tekeningen,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.93
1756,27252,345416260,Donna Woolfolk Cross,1996.0,Pope Joan,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.06
1757,6259,679776818,Sebastian Faulks,1993.0,Birdsong,https://images.gr-assets.com/books/1349952101m/6259.jpg,4.07
1758,121127,081257639X,Terry Goodkind,2000.0,"Faith of the Fallen  (Sword of Truth, #6)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.11
1759,7243142,1606412388,Brandon Mull,2010.0,"Fablehaven: Keys to the Demon Prison (Fablehaven, #5)",https://images.gr-assets.com/books/1298081448m/7243142.jpg,4.42
1760,6346975,159420229X,Joshua Foer,2011.0,Moonwalking with Einstein: The Art and Science of Remembering Everything,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.85
1761,5176,345443284,Sue Miller,1998.0,While I Was Gone,https://images.gr-assets.com/books/1495632082m/5176.jpg,3.67
1762,33668,446613363,"James Patterson, Maxine Paetro",2005.0,"4th of July (Women's Murder Club, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.04
1763,2179276,1423108361,Eoin Colfer,2008.0,The Time Paradox,https://images.gr-assets.com/books/1395218526m/2179276.jpg,4.07
1764,858719,059044297X,Norman Bridwell,1963.0,An Itchy Day,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.09
1765,12680907,803734735,Kristin Cashore,2012.0,Bitterblue,https://images.gr-assets.com/books/1331532273m/12680907.jpg,4.01
1766,6604794,803734956,Jandy Nelson,2010.0,The Sky Is Everywhere,https://images.gr-assets.com/books/1496659743m/6604794.jpg,4.04
1767,34504,61020664,Terry Pratchett,1988.0,Wyrd Sisters,https://images.gr-assets.com/books/1275974472m/34504.jpg,4.11
1768,17617277,1301347949,Katy Evans,2013.0,Real,https://images.gr-assets.com/books/1363442697m/17617277.jpg,4.21
1769,15729539,62200577,Joe Hill,2013.0,NOS4A2,https://images.gr-assets.com/books/1369591617m/15729539.jpg,4.06
1770,337113,140434747,"Anne Brontë, Stevie Davies",1848.0,The Tenant of Wildfell Hall,https://images.gr-assets.com/books/1479652419m/337113.jpg,3.91
1771,272895,965476022,"Walter Farley, Keith Ward",1941.0,The Black Stallion,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.18
1772,13600318,,S.C. Stephens,2013.0,Reckless,https://images.gr-assets.com/books/1356986017m/13600318.jpg,4.42
1773,65111,64410145,"Lemony Snicket, Brett Helquist",2004.0,The Grim Grotto,https://images.gr-assets.com/books/1415580928m/65111.jpg,3.99
1774,581409,8424133498,Tomie dePaola,1975.0,Strega Nona,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.22
1775,11381643,983212546,R.L. Mathewson,2011.0,Playing for Keeps,https://images.gr-assets.com/books/1406585295m/11381643.jpg,4.08
1776,187633,961454733,"David Bayles, Ted Orland",1993.0,Art & Fear: Observations on the Perils (and Rewards) of Artmaking,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.67
1777,91767,60085894,Hayden Herrera,1983.0,Frida. A Biography of Frida Kahlo,https://images.gr-assets.com/books/1407108642m/91767.jpg,3.94
1778,11918,452286034,Kelley Armstrong,2001.0,Bitten,https://images.gr-assets.com/books/1306101770m/11918.jpg,4.06
1779,8705784,312624670,C.C. Hunter,2011.0,Born at Midnight,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.13
1780,191113,1844280136,Mo Willems,2003.0,Don't Let the Pigeon Drive the Bus,https://images.gr-assets.com/books/1328495575m/191113.jpg,4.29
1781,17347389,545424941,Maggie Stiefvater,2013.0,The Dream Thieves,https://images.gr-assets.com/books/1477103777m/17347389.jpg,4.27
1782,264,141439637,"Henry James, Patricia Crick",1881.0,The Portrait of a Lady,https://images.gr-assets.com/books/1502148606m/264.jpg,3.76
1783,264158,486290727,"Edgar Allan Poe, Gustave Doré",1844.0,The Raven,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.28
1784,99300,486298574,Charlotte Perkins Gilman,1892.0,The Yellow Wallpaper,https://images.gr-assets.com/books/1327909237m/99300.jpg,4.02
1785,26245850,1455561789,Noah Hawley,2016.0,Before the Fall,https://images.gr-assets.com/books/1462515889m/26245850.jpg,3.76
1786,20317106,,محمد صادق,2014.0,هيبتا,https://images.gr-assets.com/books/1403045796m/20317106.jpg,3.82
1787,24813,836204387,Bill Watterson,1995.0,The Calvin and Hobbes Tenth Anniversary Book,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.63
1788,4325,142401757,Sarah Dessen,2000.0,Dreamland ,https://images.gr-assets.com/books/1385861832m/4325.jpg,3.91
1789,14568987,1616201320,B.A. Shapiro,2012.0,The Art Forger,https://images.gr-assets.com/books/1348518546m/14568987.jpg,3.69
1790,248483,1596912855,Shannon Hale,2007.0,Austenland,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.54
1791,18749,1400044162,Chimamanda Ngozi Adichie,2006.0,Half of a Yellow Sun,https://images.gr-assets.com/books/1327934717m/18749.jpg,4.28
1792,105578,345498321,Chetan Bhagat,2005.0,One Night @ The Call Center,https://images.gr-assets.com/books/1320500924m/105578.jpg,2.47
1793,23209927,385523238,Sara Gruen,2015.0,At the Water's Edge,https://images.gr-assets.com/books/1412194706m/23209927.jpg,3.65
1794,11607,451197968,"Richard Bachman, Stephen King",1982.0,The Running Man,https://images.gr-assets.com/books/1333160557m/11607.jpg,3.8
1795,68210,031242440X,Marilynne Robinson,2004.0,Gilead,https://images.gr-assets.com/books/1451555787m/68210.jpg,3.84
1796,2794,006091307X,Thomas Pynchon,1966.0,The Crying of Lot 49,https://images.gr-assets.com/books/1375727632m/2794.jpg,3.7
1797,11389875,525953094,Ken Follett,2014.0,Edge of Eternity,https://images.gr-assets.com/books/1377871984m/11389875.jpg,4.04
1798,8428064,1423121317,Rachel Hawkins,2011.0,Demonglass,https://images.gr-assets.com/books/1287692542m/8428064.jpg,4.13
1799,22590,8498000831,"Philip K. Dick, David Alabort, Manuel Espín",1969.0,Ubik,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.1
1800,15575,1857231511,Terry Brooks,1977.0,The Sword of Shannara,https://images.gr-assets.com/books/1470063017m/15575.jpg,3.76
1801,32418,99297701,Thomas Harris,1999.0,Hannibal,https://images.gr-assets.com/books/1327356556m/32418.jpg,3.72
1802,395871,006114097X,L.J. Smith,2007.0,The Awakening and the Struggle,https://images.gr-assets.com/books/1393837129m/395871.jpg,3.67
1803,1466455,60586133,Liane Moriarty,2003.0,Three Wishes,https://images.gr-assets.com/books/1183888822m/1466455.jpg,3.76
1804,3575676,1416974520,L.J. Smith,2009.0,"Night World, No. 3",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.2
1805,5174,743466527,Ann-Marie MacDonald,1996.0,Fall on Your Knees,https://images.gr-assets.com/books/1481449709m/5174.jpg,3.95
1806,10626594,054522490X,Maggie Stiefvater,2011.0,The Scorpio Races,https://images.gr-assets.com/books/1461209661m/10626594.jpg,4.08
1807,18966806,345539842,Pierce Brown,2016.0,Morning Star,https://images.gr-assets.com/books/1461354277m/18966806.jpg,4.5
1808,201341,441005764,Brian Jacques,1988.0,Mossflower,https://images.gr-assets.com/books/1281811805m/201341.jpg,4.09
1809,23848559,1250077001,Jenny  Lawson,2015.0,Furiously Happy,https://images.gr-assets.com/books/1429101901m/23848559.jpg,3.93
1810,6420,312986343,Janet Evanovich,2002.0,Visions of Sugar Plums,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.68
1811,13810,553564935,Raymond E. Feist,1982.0,"Magician: Master (The Riftwar Saga, #2)",https://images.gr-assets.com/books/1320457190m/13810.jpg,4.25
1812,15505346,1405910216,Tracey Garvis-Graves,2011.0,On the Island,https://images.gr-assets.com/books/1339162550m/15505346.jpg,4.13
1813,8492768,1439164630,Lisa Genova,2011.0,Left Neglected,https://images.gr-assets.com/books/1285414621m/8492768.jpg,3.95
1814,5509,671662341,"Miep Gies, Alison Leslie Gold",1987.0,Anne Frank Remembered,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.26
1815,13055592,765316994,John Scalzi,2012.0,Redshirts,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.84
1816,41716,030720961X,Clive Cussler,1992.0,Sahara,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.95
1817,2168860,61245097,Jeaniene Frost,2008.0,One Foot in the Grave,https://images.gr-assets.com/books/1373857981m/2168860.jpg,4.31
1818,1282954,60890681,Liane Moriarty,2006.0,The Last Anniversary,https://images.gr-assets.com/books/1482971434m/1282954.jpg,3.72
1819,5047880,61449067,Michael  Grant,2009.0,Hunger ,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.02
1820,2292384,312349513,Janet Evanovich,2008.0,Fearless Fourteen,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.02
1821,12615008,8129118807,Chetan Bhagat,2011.0,"Revolution 2020: Love, Corruption, Ambition",https://images.gr-assets.com/books/1317964666m/12615008.jpg,3.07
1822,160629,7174160,"Michael Bond, Peggy Fortnum",1958.0,A Bear Called Paddington,https://images.gr-assets.com/books/1393784912m/160629.jpg,4.21
1823,162089,60887338,Sara Shepard,2007.0,Flawless,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.96
1824,91253,440800463,Beverly Cleary,1981.0,"Ramona Quimby, Age 8",https://images.gr-assets.com/books/1300270683m/91253.jpg,4.08
1825,98427,446364800,Nelson DeMille,1992.0,The General's Daughter,https://images.gr-assets.com/books/1334443536m/98427.jpg,4.07
1826,65118,1405206128,"Lemony Snicket, Brett Helquist",2001.0,The Hostile Hospital,https://images.gr-assets.com/books/1442446120m/65118.jpg,3.95
1827,330744,1569319472,Rumiko Takahashi,1997.0,犬夜叉 1,https://images.gr-assets.com/books/1288648681m/330744.jpg,4.26
1828,226162,451219422,David Seltzer,1976.0,The Omen,https://images.gr-assets.com/books/1421963974m/226162.jpg,3.99
1829,6134826,312532768,Alyson Noel,2009.0,Blue Moon,https://images.gr-assets.com/books/1362336365m/6134826.jpg,3.61
1831,2161733,446402397,Tom Rob Smith,2008.0,Child 44,https://images.gr-assets.com/books/1326549060m/2161733.jpg,4.08
1832,348225,60987510,Nancy E. Turner,1998.0,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.35
1833,23751850,425260933,Liane Moriarty,2011.0,The Hypnotist's Love Story,https://images.gr-assets.com/books/1418234545m/23751850.jpg,3.69
1834,4008,60527994,"Paulo Coelho, Amanda Hopkinson, Nick Caistor",2000.0,O Demônio e a Srta. Prym,https://images.gr-assets.com/books/1359082264m/4008.jpg,3.59
1835,18419,1933718005,"Audrey Penn, Ruth E. Harper, Nancy M. Leak",1993.0,The Kissing Hand,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.41
1836,17306293,,Hugh Howey,2013.0,Shift,https://images.gr-assets.com/books/1379003176m/17306293.jpg,4.12
1837,8357992,440339340,Lee Child,2010.0,Worth Dying For,https://images.gr-assets.com/books/1356095648m/8357992.jpg,4.2
1838,454856,307395987,John Elder Robison,2007.0,Look Me in the Eye: My Life with Asperger's,https://images.gr-assets.com/books/1320509615m/454856.jpg,3.91
1839,84136,312979975,Sherrilyn Kenyon,2002.0,Fantasy Lover,https://images.gr-assets.com/books/1348332807m/84136.jpg,4.17
1840,2029177,031601477X,"James Patterson, Gabrielle Charbonnet",2008.0,Sundays at Tiffany's,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.74
1841,111180,743418735,Jodi Picoult,2002.0,Perfect Match,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.93
1842,9844,081297235X,Curtis Sittenfeld,2005.0,Prep,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.36
1843,96647,1401307450,"Anthony Kiedis, Larry Sloman",2004.0,Scar Tissue,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.1
1844,58027,3442723434,"Margaret Atwood, Brigitte Walitzek",1996.0,Alias Grace,https://images.gr-assets.com/books/1472960163m/58027.jpg,3.97
1845,17876893,425273865,Sylvia Day,2014.0,Captivated by You,https://images.gr-assets.com/books/1410020040m/17876893.jpg,4.06
1846,29946,99427869,Richard Bach,1977.0,Illusions: The Adventures of a Reluctant Messiah,https://images.gr-assets.com/books/1353964306m/29946.jpg,4.14
1847,6381205,316056634,Gail Carriger,2009.0,Soulless,https://images.gr-assets.com/books/1314020848m/6381205.jpg,3.91
1848,17623975,142422959,Gayle Forman,2013.0,Just One Day,https://images.gr-assets.com/books/1368722144m/17623975.jpg,4.02
1849,1661957,1416953574,Lisa McMann,2008.0,Wake,https://images.gr-assets.com/books/1361417311m/1661957.jpg,3.75
1850,7170627,1439107955,Siddhartha Mukherjee,2010.0,The Emperor of All Maladies: A Biography of Cancer,https://images.gr-assets.com/books/1280771091m/7170627.jpg,4.29
1851,270804,1416940901,Ellen Hopkins,2007.0,"Glass (Crank, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.28
1852,760,307278492,"Gabriel García Márquez, Edith Grossman",2004.0,Memoria de mis putas tristes,https://images.gr-assets.com/books/1327484658m/760.jpg,3.59
1853,10872085,031253955X,Jeffrey Archer,2011.0,Only Time Will Tell,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.04
1854,773038,1878424114,Deepak Chopra,2013.0,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,https://images.gr-assets.com/books/1344718433m/773038.jpg,4.07
1855,79790,312315953,Augusten Burroughs,2004.0,Magical Thinking: True Stories,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.96
1856,13835,689878567,Tamora Pierce,1984.0,In the Hand of the Goddess,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.25
1857,13132,446614831,"James Patterson, Andrew Gross",2004.0,3rd Degree,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.0
1858,12543,385480016,Anne Lamott,1994.0,Bird by Bird: Some Instructions on Writing and Life,https://images.gr-assets.com/books/1394996112m/12543.jpg,4.22
1859,8835379,805092528,"Kerstin Gier, Anthea Bell",2009.0,Rubinrot,https://images.gr-assets.com/books/1312036605m/8835379.jpg,4.12
1861,216443,553296124,Timothy Zahn,1991.0,Heir to the Empire,https://images.gr-assets.com/books/1398253847m/216443.jpg,4.12
1862,13837,689878575,Tamora Pierce,1988.0,Lioness Rampant,https://images.gr-assets.com/books/1390366673m/13837.jpg,4.28
1863,259538,042510687X,Robin Cook,1987.0,Outbreak,https://images.gr-assets.com/books/1344166275m/259538.jpg,3.96
1864,129603,8176210773,Louise L. Hay,1984.0,You Can Heal Your Life,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.14
1865,18641982,1594631573,Emma Straub,2014.0,The Vacationers,https://images.gr-assets.com/books/1386629708m/18641982.jpg,3.14
1866,9496240,,"Oliver Pötzsch, Lee Chadeayne",2008.0,"Die Henkerstochter (Band 1 aus der Reihe ""Die Henkerstochter-Saga)",https://images.gr-assets.com/books/1327868295m/9496240.jpg,3.71
1867,14064,1857988094,Richard Matheson,1954.0,I Am Legend ,https://images.gr-assets.com/books/1390170456m/14064.jpg,4.07
1868,150739,015204566X,"Patricia C. Wrede, Peter de Sève",1990.0,Dealing with Dragons,https://images.gr-assets.com/books/1385526967m/150739.jpg,4.14
1869,455925,515130974,Lee Child,2000.0,The Visitor,https://images.gr-assets.com/books/1174926706m/455925.jpg,4.08
1870,37301,425205819,John Sandford,1989.0,Rules Of Prey,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.13
1871,84847,553589172,Tami Hoag,1999.0,Ashes to Ashes,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.03
1872,16703,7149824,Michael Chabon,2007.0,The Yiddish Policemen's Union,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.69
1873,13642950,345528670,Melanie Benjamin,2013.0,The Aviator's Wife,https://images.gr-assets.com/books/1345153864m/13642950.jpg,3.87
1874,474858,439598389,David Shannon,1998.0,A Bad Case of Stripes,https://images.gr-assets.com/books/1328867924m/474858.jpg,4.24
1875,10428708,593065700,Lee Child,2011.0,The Affair,https://images.gr-assets.com/books/1327982045m/10428708.jpg,4.11
1876,33514,205313426,"William Strunk Jr., E.B. White",1918.0,The Elements of Style,https://images.gr-assets.com/books/1393947922m/33514.jpg,4.19
1877,12948,140620613,Henry James,1898.0,The Turn of the Screw,https://images.gr-assets.com/books/1443203592m/12948.jpg,3.45
1878,6066819,743294297,Jennifer Weiner,2009.0,Best Friends Forever,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,3.48
1879,50027,786939532,R.A. Salvatore,1990.0,Homeland,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,4.27
1880,100365,156865054X,"Larry Niven, Jerry Pournelle",1974.0,The Mote in God's Eye,https://images.gr-assets.com/books/1399490037m/100365.jpg,4.06
1881,9572203,307595862,"Jo Nesbø, Don Bartlett",2007.0,Snømannen (Harry Hole #7) ,https://images.gr-assets.com/books/1355881478m/9572203.jpg,4.04
